ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
48156,Male,72,Returning,Business,Business,3196,4,3,5,5,1,4,5,2,4,2,4,1,2,2,2,2,Neutral or Dissatisfied
43242,Female,52,Returning,Business,Business,2589,0,0,3,3,4,3,3,4,3,4,4,4,4,4,4,4,Neutral or Dissatisfied
29039,Male,38,Returning,Personal,Economy,987,0,0,4,2,2,2,1,2,4,3,4,4,1,2,4,3,Neutral or Dissatisfied
54514,Female,24,First-time,Business,Economy,925,15,10,2,2,4,2,1,2,3,5,5,5,2,2,5,5,Neutral or Dissatisfied
126944,Female,24,First-time,Business,Economy,338,0,0,0,3,3,3,1,4,5,2,5,5,5,3,5,4,Neutral or Dissatisfied
67281,Male,30,Returning,Personal,Economy,1119,0,0,4,3,1,3,4,3,2,3,2,2,4,3,2,4,Neutral or Dissatisfied
69197,Female,40,Returning,Business,Business,733,0,0,4,4,3,4,4,4,4,4,3,2,4,4,4,4,Satisfied
19822,Male,58,Returning,Business,Economy,528,124,125,1,1,3,3,1,3,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
39933,Male,47,Returning,Business,Business,2222,0,0,3,3,1,3,3,1,3,1,1,1,1,1,1,1,Neutral or Dissatisfied
40471,Female,57,Returning,Business,Business,3423,0,0,4,0,5,3,3,2,3,2,2,3,2,0,2,2,Satisfied
33449,Male,68,Returning,Personal,Economy,2614,0,22,3,2,3,3,2,2,3,3,3,2,5,2,1,4,Neutral or Dissatisfied
27738,Female,27,Returning,Business,Business,3772,42,54,1,1,1,4,1,3,4,5,4,4,3,1,4,5,Satisfied
70533,Female,37,Returning,Personal,Business,1258,65,90,4,3,5,5,2,3,4,3,4,5,3,3,3,2,Neutral or Dissatisfied
86418,Female,59,Returning,Business,Business,2918,33,26,3,4,3,5,3,4,4,4,5,4,4,3,4,4,Satisfied
44312,Male,51,Returning,Business,Business,305,3,0,1,4,3,3,1,5,5,5,1,4,5,1,5,5,Satisfied
53192,Male,57,Returning,Business,Economy,612,30,36,4,4,3,2,4,3,2,5,2,2,1,2,2,4,Satisfied
83549,Male,40,Returning,Personal,Economy Plus,1121,0,0,4,2,3,2,1,4,5,3,5,5,4,2,5,4,Neutral or Dissatisfied
40942,Male,41,Returning,Personal,Economy Plus,501,0,0,3,1,1,1,4,1,1,1,1,1,4,1,1,3,Neutral or Dissatisfied
93028,Female,25,First-time,Business,Business,436,11,1,4,2,2,2,3,2,2,1,2,2,3,2,2,4,Neutral or Dissatisfied
109663,Male,50,Returning,Business,Economy,802,0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
127955,Male,25,Returning,Business,Economy,1999,2,21,5,5,3,3,5,3,3,1,3,3,4,3,3,4,Neutral or Dissatisfied
74541,Female,58,Returning,Business,Economy,1171,0,18,4,4,2,3,4,2,3,2,1,4,2,2,2,2,Neutral or Dissatisfied
76488,Female,40,Returning,Business,Business,3457,0,15,3,3,3,4,3,4,4,4,5,2,4,3,4,4,Satisfied
106898,Male,63,Returning,Personal,Economy,577,19,2,1,2,4,2,2,2,4,5,4,4,2,2,4,2,Neutral or Dissatisfied
111830,Female,53,Returning,Business,Business,1605,10,0,1,1,3,4,1,5,4,5,3,5,5,1,5,5,Satisfied
122049,Male,42,Returning,Business,Business,3280,0,0,2,2,1,3,2,4,3,4,1,4,4,2,4,2,Neutral or Dissatisfied
7901,Female,59,Returning,Business,Business,1020,0,0,1,1,3,5,1,4,4,4,3,2,4,1,4,4,Satisfied
128120,Male,68,Returning,Business,Business,1587,0,0,1,1,4,4,1,4,4,4,4,2,4,1,4,4,Satisfied
10720,Male,44,Returning,Business,Business,312,0,0,5,5,4,4,5,4,4,4,4,5,4,5,4,4,Satisfied
66476,Female,55,Returning,Business,Business,447,0,2,4,4,4,5,4,4,5,4,5,4,4,4,4,4,Satisfied
53545,Male,63,Returning,Personal,Economy Plus,2419,0,23,4,1,3,3,3,4,3,4,3,1,4,1,1,3,Neutral or Dissatisfied
88169,Male,42,Returning,Business,Business,545,27,37,3,4,3,4,4,4,4,4,3,2,4,4,4,4,Satisfied
4533,Male,13,Returning,Personal,Economy,677,0,0,5,3,5,3,1,1,5,1,5,5,1,3,5,3,Neutral or Dissatisfied
40447,Male,44,Returning,Business,Business,222,0,0,2,3,5,4,2,4,5,4,1,5,4,2,4,5,Satisfied
44680,Female,26,Returning,Business,Business,1981,22,44,5,4,2,3,4,3,4,4,3,3,3,4,3,4,Neutral or Dissatisfied
98605,Male,45,Returning,Business,Business,2155,37,56,5,4,5,4,4,5,4,5,5,2,5,4,5,5,Satisfied
85308,Male,29,Returning,Personal,Economy,689,0,0,4,3,3,3,3,5,5,5,5,5,4,3,5,5,Neutral or Dissatisfied
59477,Male,46,Returning,Business,Business,811,16,0,5,5,5,4,5,5,5,5,4,4,5,5,5,5,Satisfied
14523,Male,34,Returning,Business,Business,362,19,19,2,3,3,3,2,4,4,4,1,5,4,2,4,4,Satisfied
104706,Male,49,Returning,Business,Business,2240,52,31,1,3,3,4,1,5,5,5,5,3,5,1,5,4,Satisfied
7182,Female,23,First-time,Business,Economy,135,49,111,2,4,3,4,4,3,2,2,2,2,3,4,2,4,Neutral or Dissatisfied
27406,Male,23,First-time,Business,Economy,978,0,0,4,4,4,4,1,2,1,1,1,1,2,4,1,2,Satisfied
48126,Male,23,First-time,Business,Economy,236,0,0,5,3,1,3,3,2,2,5,4,4,4,3,4,1,Neutral or Dissatisfied
125684,Female,23,First-time,Business,Economy,857,0,0,3,3,3,3,4,2,5,3,5,5,4,3,5,3,Neutral or Dissatisfied
39299,Male,8,Returning,Personal,Economy,67,23,38,5,1,3,1,2,4,2,4,2,2,5,1,2,4,Neutral or Dissatisfied
90555,Female,48,Returning,Business,Business,1726,0,0,4,4,5,5,4,5,5,5,3,4,5,4,5,4,Satisfied
115300,Female,47,Returning,Business,Business,333,0,0,5,3,5,4,5,4,4,4,5,3,4,5,4,4,Satisfied
46659,Male,36,First-time,Business,Economy,141,0,0,0,2,5,2,3,2,3,2,3,3,3,2,3,4,Neutral or Dissatisfied
37034,Female,31,Returning,Business,Business,2814,0,0,5,2,3,4,5,5,4,1,4,4,3,5,4,1,Satisfied
118087,Female,22,Returning,Business,Economy,1276,29,5,4,4,3,4,4,1,2,2,4,4,4,4,4,3,Neutral or Dissatisfied
62148,Female,54,Returning,Business,Economy,2454,61,36,3,3,1,3,3,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied
74920,Female,46,Returning,Business,Business,2586,0,0,1,1,4,5,1,5,4,4,4,5,5,1,5,5,Satisfied
33998,Female,36,Returning,Business,Economy,1576,0,2,4,1,2,1,4,3,1,4,1,1,3,1,1,2,Neutral or Dissatisfied
26026,Male,44,Returning,Business,Economy,321,0,0,3,2,2,3,3,3,3,1,3,3,4,3,3,5,Satisfied
23715,Female,24,Returning,Personal,Economy,73,7,0,5,0,1,0,2,2,1,3,3,3,2,3,3,3,Neutral or Dissatisfied
87945,Male,13,Returning,Personal,Business,444,0,0,4,4,4,4,5,4,4,2,1,1,4,4,1,4,Satisfied
96386,Female,59,Returning,Business,Business,1407,0,0,4,4,4,2,4,3,3,3,4,5,3,3,3,3,Neutral or Dissatisfied
126363,Male,28,Returning,Personal,Economy,507,7,12,4,2,3,2,5,4,1,3,1,1,5,2,1,4,Neutral or Dissatisfied
45587,Female,45,Returning,Business,Economy,260,0,0,4,4,5,4,4,4,5,4,3,3,4,4,4,4,Satisfied
103607,Female,34,Returning,Personal,Business,405,4,0,4,1,5,5,5,2,4,1,4,4,2,1,2,2,Neutral or Dissatisfied
92169,Male,44,Returning,Business,Business,2079,0,0,5,5,5,4,5,4,5,4,3,5,4,5,4,4,Satisfied
74817,Male,12,Returning,Personal,Economy Plus,1188,0,2,5,1,5,1,1,4,2,5,2,2,4,1,2,3,Neutral or Dissatisfied
56268,Male,8,Returning,Personal,Economy,404,0,3,5,3,1,3,3,5,2,2,2,2,5,3,2,3,Neutral or Dissatisfied
111641,Female,45,Returning,Business,Business,3741,9,1,4,4,1,2,4,4,3,4,3,1,4,4,4,4,Satisfied
23829,Male,61,Returning,Business,Economy,731,74,94,1,1,4,2,1,3,3,2,3,3,3,2,3,4,Neutral or Dissatisfied
13061,Male,39,Returning,Business,Business,1641,0,0,1,1,1,1,1,5,1,5,4,4,5,1,5,5,Satisfied
63413,Male,34,Returning,Personal,Economy,337,29,31,4,4,1,4,3,1,2,4,2,2,5,4,2,1,Neutral or Dissatisfied
37754,Male,46,Returning,Business,Economy Plus,1069,117,125,4,2,2,4,4,2,3,4,3,3,5,4,3,3,Satisfied
60718,Female,40,First-time,Business,Business,1605,1,0,4,4,3,4,4,4,5,4,5,5,3,4,5,3,Neutral or Dissatisfied
37204,Female,29,Returning,Personal,Economy Plus,1189,0,12,4,3,4,3,5,4,3,3,1,1,4,3,1,4,Neutral or Dissatisfied
59537,Male,27,First-time,Business,Business,854,5,0,2,2,4,2,3,4,5,3,5,5,5,2,5,5,Neutral or Dissatisfied
63898,Female,18,First-time,Business,Economy,1192,0,1,2,2,3,2,4,1,3,1,3,3,4,2,3,3,Neutral or Dissatisfied
4755,Male,21,First-time,Business,Business,403,0,0,3,3,4,3,2,2,1,5,1,1,3,3,1,3,Neutral or Dissatisfied
57855,Female,23,First-time,Business,Business,2329,6,0,4,4,3,4,3,2,4,3,4,4,4,4,4,4,Neutral or Dissatisfied
70614,Female,41,Returning,Business,Business,1926,0,0,4,4,3,5,4,4,4,4,3,2,4,4,4,4,Satisfied
30469,Male,9,Returning,Personal,Economy,495,0,0,4,3,3,3,2,3,4,4,4,4,4,3,4,5,Neutral or Dissatisfied
63101,Female,9,First-time,Business,Economy,967,0,0,1,1,5,1,2,4,4,3,4,4,4,1,4,5,Neutral or Dissatisfied
30096,Female,30,Returning,Personal,Economy,539,0,0,5,2,4,2,4,4,5,5,5,5,5,2,5,4,Neutral or Dissatisfied
108070,Male,44,Returning,Business,Business,2141,59,88,4,4,3,5,4,5,4,5,3,4,5,4,5,5,Satisfied
24010,Female,22,First-time,Business,Business,562,53,36,4,2,1,2,3,4,1,5,1,1,4,2,1,3,Neutral or Dissatisfied
44407,Male,61,Returning,Personal,Economy,323,21,39,5,3,1,3,1,4,3,4,4,4,5,3,4,5,Neutral or Dissatisfied
31202,Female,32,Returning,Business,Business,2780,26,26,5,2,1,4,5,2,4,1,4,4,3,4,4,3,Neutral or Dissatisfied
126886,Female,58,Returning,Personal,Economy,2296,0,11,5,3,3,4,3,2,5,3,3,5,2,3,2,2,Neutral or Dissatisfied
70865,Male,15,First-time,Business,Economy,761,0,0,1,1,2,1,5,2,5,4,5,5,2,1,5,4,Neutral or Dissatisfied
62916,Female,36,First-time,Business,Business,862,56,52,3,3,3,3,2,5,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
31473,Male,30,First-time,Business,Economy,853,0,0,2,2,3,2,3,1,4,1,4,4,4,2,4,3,Neutral or Dissatisfied
56748,Female,39,Returning,Business,Business,1852,0,0,2,2,3,5,2,4,5,4,3,2,4,2,4,4,Satisfied
119112,Female,18,Returning,Personal,Economy,1020,0,0,3,4,4,4,3,1,2,4,3,3,3,3,3,3,Neutral or Dissatisfied
75067,Male,21,First-time,Business,Economy,801,231,227,2,2,5,5,3,3,5,3,5,2,3,2,4,3,Neutral or Dissatisfied
19302,Male,50,Returning,Personal,Economy,299,0,29,4,3,5,3,4,4,1,2,5,5,5,3,5,5,Neutral or Dissatisfied
84911,Male,51,Returning,Personal,Economy,481,31,33,5,2,1,2,4,5,4,4,4,4,4,1,4,2,Neutral or Dissatisfied
117852,Male,50,Returning,Personal,Economy,2133,8,1,2,3,4,3,4,4,5,4,5,5,4,2,5,3,Neutral or Dissatisfied
81808,Male,31,Returning,Business,Business,1416,0,0,3,4,5,5,3,3,5,2,5,5,4,3,5,5,Satisfied
67112,Female,44,Returning,Business,Business,1869,0,0,4,5,5,5,4,4,5,4,4,3,4,4,4,4,Satisfied
37699,Male,28,Returning,Personal,Economy,1028,4,0,4,3,2,3,1,2,3,1,5,5,1,3,5,4,Neutral or Dissatisfied
124927,Male,69,Returning,Personal,Economy,728,0,0,3,1,2,1,3,1,5,4,5,5,3,1,5,3,Neutral or Dissatisfied
63245,Female,47,Returning,Business,Economy,337,0,0,5,5,2,3,5,3,3,2,3,3,3,2,3,3,Neutral or Dissatisfied
91658,Female,10,Returning,Personal,Economy,1199,0,0,5,1,1,1,2,3,3,4,3,3,3,1,3,4,Neutral or Dissatisfied
35676,Male,29,Returning,Business,Economy,2576,2,28,2,4,4,4,2,2,4,3,4,4,1,4,2,3,Satisfied
2615,Male,46,Returning,Personal,Economy,181,0,,4,2,4,2,3,4,5,4,5,5,3,2,5,4,Neutral or Dissatisfied
43853,Male,59,Returning,Business,Business,2234,0,0,5,0,1,5,4,3,5,3,3,5,3,0,3,3,Satisfied
68659,Male,21,First-time,Business,Economy,175,0,0,3,1,4,1,3,4,2,3,2,2,2,2,2,2,Neutral or Dissatisfied
49988,Female,40,Returning,Business,Economy,266,0,1,5,5,2,5,5,3,5,3,5,5,1,5,5,1,Satisfied
110714,Female,52,Returning,Business,Business,1105,16,6,2,2,3,2,2,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied
74826,Male,45,Returning,Personal,Economy Plus,1464,8,31,4,5,3,5,3,5,3,4,3,3,4,5,3,5,Satisfied
55590,Female,57,Returning,Business,Business,1839,0,0,5,5,3,4,5,4,5,4,3,4,4,5,4,4,Satisfied
126458,Female,31,First-time,Business,Business,1849,0,0,3,3,4,3,3,4,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
17170,Male,29,Returning,Business,Business,643,0,14,4,4,2,4,4,2,4,1,4,4,3,4,4,4,Neutral or Dissatisfied
6113,Male,33,Returning,Business,Business,409,41,29,3,3,3,4,3,3,4,5,4,4,5,3,4,5,Satisfied
11200,Male,47,Returning,Personal,Economy,201,0,0,2,3,4,3,3,2,2,1,2,2,3,3,2,4,Neutral or Dissatisfied
17669,Female,44,Returning,Business,Economy,282,0,0,3,2,4,4,3,5,1,5,2,1,5,5,5,5,Satisfied
8061,Male,80,Returning,Business,Economy,402,71,69,2,2,4,3,2,4,3,4,3,3,2,3,3,3,Neutral or Dissatisfied
87503,Female,41,First-time,Business,Business,321,0,0,1,1,5,3,1,3,5,5,5,5,5,1,5,1,Neutral or Dissatisfied
26761,Male,34,Returning,Personal,Economy,859,0,88,5,4,5,4,2,5,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
46699,Male,32,Returning,Personal,Economy,125,8,107,2,2,4,2,2,4,3,5,3,3,1,2,3,2,Neutral or Dissatisfied
32075,Female,45,Returning,Business,Business,101,0,0,3,3,4,2,3,5,1,5,4,5,5,3,5,5,Satisfied
9303,Male,60,Returning,Business,Business,3592,0,0,3,3,1,3,3,2,4,2,2,5,2,2,2,2,Neutral or Dissatisfied
12985,Male,36,First-time,Business,Economy,438,1,16,0,3,3,3,2,2,2,5,1,1,1,3,1,3,Neutral or Dissatisfied
37729,Female,60,Returning,Personal,Economy,1005,0,0,4,4,5,3,2,2,2,4,3,1,2,4,2,2,Satisfied
13383,Male,57,Returning,Business,Economy,700,0,7,3,3,5,4,3,3,4,1,4,4,1,4,4,4,Satisfied
80444,Female,23,Returning,Personal,Economy,2248,1,15,4,0,4,0,3,4,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
46511,Female,44,Returning,Business,Economy,125,0,0,1,1,2,3,1,5,2,5,2,3,5,5,5,5,Satisfied
119677,Female,59,Returning,Business,Business,1496,0,0,5,2,3,4,5,2,4,2,3,5,2,5,2,2,Satisfied
1376,Female,38,Returning,Business,Economy Plus,354,0,3,2,1,5,4,2,2,4,1,4,4,2,4,4,1,Satisfied
8266,Female,53,Returning,Personal,Economy,335,0,0,5,5,4,4,2,2,5,5,4,5,2,5,2,2,Satisfied
40333,Female,69,Returning,Personal,Economy Plus,531,0,8,4,1,3,5,3,2,4,1,3,5,2,1,2,1,Neutral or Dissatisfied
16023,Male,52,Returning,Personal,Economy,780,15,22,4,2,5,2,5,1,3,1,3,3,5,2,3,3,Neutral or Dissatisfied
108003,Female,47,Returning,Personal,Economy,271,20,0,1,3,4,4,4,5,3,3,3,4,5,3,5,3,Neutral or Dissatisfied
22834,Female,31,Returning,Business,Business,2645,23,13,5,5,5,5,5,3,4,1,5,5,4,5,5,1,Satisfied
97229,Male,46,Returning,Business,Business,3859,1,1,5,5,3,4,5,1,4,2,2,4,1,1,1,1,Neutral or Dissatisfied
8289,Male,66,Returning,Personal,Economy,294,0,0,5,2,4,2,1,3,5,5,5,5,4,2,5,4,Neutral or Dissatisfied
57060,Female,31,Returning,Personal,Economy,2133,12,11,1,2,3,2,4,3,5,2,5,5,4,1,5,3,Neutral or Dissatisfied
85610,Female,10,Returning,Personal,Economy,259,0,0,2,0,4,0,3,4,5,4,5,5,3,3,5,4,Neutral or Dissatisfied
125927,Female,11,Returning,Personal,Economy,993,0,0,5,3,5,3,2,5,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
13364,Female,65,Returning,Personal,Economy,946,68,64,5,1,3,4,3,5,5,1,2,3,5,1,5,1,Neutral or Dissatisfied
1632,Male,27,Returning,Personal,Economy,999,5,0,3,5,1,5,3,4,5,1,4,4,3,5,4,5,Satisfied
56402,Male,49,First-time,Business,Business,719,16,20,5,5,3,5,3,3,2,4,2,2,5,5,2,4,Satisfied
28890,Male,37,Returning,Business,Economy,937,15,4,1,1,1,4,1,1,4,4,4,4,2,4,4,1,Satisfied
104473,Female,25,First-time,Business,Business,1671,4,10,5,3,4,3,3,4,5,5,5,5,4,4,5,5,Neutral or Dissatisfied
56799,Female,36,Returning,Business,Business,1605,5,0,4,4,5,5,4,4,4,3,3,2,4,4,4,4,Satisfied
16886,Female,45,First-time,Business,Economy,746,0,0,2,2,5,2,1,3,4,1,4,4,2,2,4,5,Neutral or Dissatisfied
128821,Male,47,Returning,Business,Economy,2586,0,0,4,4,2,2,4,4,2,3,2,2,2,2,4,4,Neutral or Dissatisfied
119122,Male,67,Returning,Personal,Economy,1020,0,0,1,1,1,1,2,1,5,3,5,5,3,2,5,2,Neutral or Dissatisfied
20864,Male,43,Returning,Personal,Economy,508,0,0,5,2,4,2,3,4,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
52158,Female,12,Returning,Business,Business,2629,0,0,3,4,1,2,3,3,2,4,2,2,5,3,2,5,Satisfied
54786,Male,27,Returning,Business,Business,862,0,0,4,3,4,4,3,5,4,4,4,4,4,3,4,4,Satisfied
965,Male,27,First-time,Business,Business,140,0,0,1,1,1,1,4,3,3,4,3,3,3,2,3,3,Neutral or Dissatisfied
68549,Female,36,Returning,Personal,Economy,1013,0,0,2,5,4,5,3,1,5,1,5,5,4,4,5,3,Neutral or Dissatisfied
37343,Female,26,Returning,Business,Economy,1011,0,0,5,5,3,4,5,5,3,3,4,4,4,4,4,4,Satisfied
25040,Male,70,Returning,Business,Economy Plus,907,0,0,2,2,1,3,2,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied
69275,Female,59,Returning,Personal,Economy,733,0,0,4,3,2,4,3,4,4,3,3,4,4,3,4,4,Neutral or Dissatisfied
